date,close,log_return,realized_vol_21d
2018-02-01 00:00:00-05:00,246.58790588378906,-0.0011357757079289196,0.08580585493064202
2018-02-02 00:00:00-05:00,241.21971130371094,-0.022010362734733148,0.11860359065223382
2018-02-05 00:00:00-05:00,231.13134765625,-0.0427220298370209,0.19117325416994171
2018-02-06 00:00:00-05:00,235.68508911132812,0.01951039229132681,0.20280820232157784
2018-02-07 00:00:00-05:00,234.40647888183594,-0.005439848189561878,0.20320527562962326
2018-02-08 00:00:00-05:00,225.6142120361328,-0.03823018334797773,0.23987131319244498
2018-02-09 00:00:00-05:00,229.0032958984375,0.014909881766499275,0.2477938462165675
2018-02-12 00:00:00-05:00,232.3660888671875,0.014577701215839362,0.25257653700886523
2018-02-13 00:00:00-05:00,232.94412231445312,0.0024845091756633127,0.2512752097993922
2018-02-14 00:00:00-05:00,236.08795166015625,0.013405805713281658,0.2568488044123921
2018-02-15 00:00:00-05:00,239.10043334960938,0.012679274757535799,0.258767089995968
2018-02-16 00:00:00-05:00,239.17042541503906,0.0002926879806565419,0.2588048009519461
2018-02-20 00:00:00-05:00,237.6729736328125,-0.006280706444698236,0.25857977218672185
2018-02-21 00:00:00-05:00,236.49075317382812,-0.004986559881673723,0.2563885515405336
2018-02-22 00:00:00-05:00,236.7972869873047,0.0012953374280630157,0.25623004385800746
2018-02-23 00:00:00-05:00,240.57164001464844,0.01581347870238892,0.26372462558017123
2018-02-26 00:00:00-05:00,243.3651885986328,0.011545224287948363,0.26750507904077114
2018-02-27 00:00:00-05:00,240.3264923095703,-0.012564765474887458,0.26641066763357035
2018-02-28 00:00:00-05:00,237.89190673828125,-0.010181986345435478,0.2674553946864962
2018-03-01 00:00:00-05:00,234.43276977539062,-0.014647546407553074,0.2695204273771938
2018-03-02 00:00:00-05:00,235.64129638671875,0.005141867467227534,0.27063572172405337
2018-03-05 00:00:00-05:00,238.36476135253906,0.011491392952594725,0.2747742457742732
2018-03-06 00:00:00-05:00,238.96905517578125,0.002531956149560992,0.26479234523674433
2018-03-07 00:00:00-05:00,238.8815155029297,-0.00036638932420452445,0.215683954643174
2018-03-08 00:00:00-05:00,240.03749084472656,0.004827445022646225,0.20607937600764809
2018-03-09 00:00:00-05:00,244.2147216796875,0.01725272220290439,0.21222407933508775
2018-03-12 00:00:00-04:00,243.9082489013672,-0.001255719714345088,0.15493359656248054
2018-03-13 00:00:00-04:00,242.3318634033203,-0.0064840023727185695,0.15316683798418704
2018-03-14 00:00:00-04:00,241.08836364746094,-0.00514460268276412,0.14906855387590923
2018-03-15 00:00:00-04:00,240.82557678222656,-0.0010905967611007923,0.1493621872824964
2018-03-16 00:00:00-04:00,241.08673095703125,0.0010838245721265082,0.14303969688800508
2018-03-19 00:00:00-04:00,237.82479858398438,-0.013622486055664552,0.14497988687582158
2018-03-20 00:00:00-04:00,238.22921752929688,0.0016990468682639552,0.14512857240729218
2018-03-21 00:00:00-04:00,237.77200317382812,-0.0019210643846896012,0.14360010994555222
2018-03-22 00:00:00-04:00,231.82838439941406,-0.025314869146862713,0.16776327777173924
2018-03-23 00:00:00-04:00,226.8870849609375,-0.021544904874435937,0.1819706793406376
2018-03-26 00:00:00-04:00,233.09445190429688,0.026991273758155944,0.19909907160902007
2018-03-27 00:00:00-04:00,229.12911987304688,-0.01715805750877732,0.2002211752419607
