asset,n_windows,n_recalibrations,BS_mean_pnl,BS_CVaR_5pct,Merton_mean_pnl,Merton_CVaR_5pct
SPY (calm equity),285,23,-0.7093820905621211,16.27820490703028,3.1004890411310355,12.398067533602807
BTC-USD (volatile crypto),467,37,572.6443243717845,1838.5987756720192,1211.7537983103057,1118.3783651897945
