var_estimate,n_train,n_test,n_obs,n_exceptions,exception_rate,target_rate,LR_stat,p_value,reject_H0_at_95pct,basel_zone,basel_cumulative_prob,asset,hedge_model
26.055931168462667,4000,4000,4000,226,0.0565,0.050000000000000044,3.4206718467712562,0.0643848055223073,False,Yellow,0.9709554268807271,SPY (calm equity),BS hedge
19.99055960796604,4000,4000,4000,222,0.0555,0.050000000000000044,2.463461737727357,0.11652172713559872,False,Green,0.94687663149695,SPY (calm equity),Merton hedge
6844.148815833881,4000,4000,4000,205,0.05125,0.050000000000000044,0.13055299682355326,0.71785936058147,False,Green,0.6584119561715527,BTC-USD (volatile crypto),BS hedge
5236.782449768461,4000,4000,4000,198,0.0495,0.050000000000000044,0.021119448968647703,0.8844540235497999,False,Green,0.4609476506653625,BTC-USD (volatile crypto),Merton hedge
