asset,hedge_model,mean_pnl,std_pnl,worst_loss,VaR_5pct,CVaR_5pct,VaR_1pct,CVaR_1pct
SPY (calm equity),BS hedge,-5.77912985145029,9.916332285587073,121.53027937045923,25.489170067637627,38.74335861987906,48.24120061474921,59.8199577203854
SPY (calm equity),Heston hedge,-11.575592191785262,11.833683125006726,137.0178149396009,34.93118170076179,50.19858390722833,59.92049919531029,73.07868744249673
SPY (calm equity),Merton hedge,-0.6761689770400076,9.524277151385846,112.37220756999784,19.56179405246502,31.91885673483528,40.62202746009058,51.96573886843188
BTC-USD (volatile crypto),BS hedge,-1514.9933255027029,2764.8926137788635,32200.191192244987,6982.712611496762,10430.386398088558,12657.116479827659,16364.70499993787
BTC-USD (volatile crypto),Heston hedge,-2181.500734271995,3219.7943697295714,34177.49036434431,8477.924633682489,12532.387417910648,14967.20704776361,19265.769480261108
BTC-USD (volatile crypto),Merton hedge,-140.2814516815013,2671.1693284720136,30179.047302301205,5346.210314268515,8573.74438796076,10685.072462083624,14122.536728968675
